"","Keratinocytes","Clara.cells","Epithelial","Airway.Multiciliated.Cells","Brush.cells","Undefined"
"Dnase1l2",0.029533003,0.016090141,0.013341554,0.027146172,0.025253456,0.010396825
"E4f1",0.078202452,0.035971831,0.056892725,0.054756381,0.090829493,0.118015873
"Pgp",0.439366032,0.544923944,0.637274969,0.575823666,0.975576037,0.875634921
"Mlst8",0.037951996,0.040202817,0.0302836,0.070788863,0.06078341,0.039206349
"Traf7",0.186117923,0.146997183,0.142823674,0.205081206,0.201428571,0.392301587
"Rab26os",0.023352465,0.037121127,0.016954377,0.01900232,0.091059908,0.016349206
"Pkd1",0.053274198,0.055723944,0.06188656,0.155359629,0.066175115,0.088174603
"Tsc2",0.078557266,0.100450704,0.089346486,0.152389791,0.171612903,0.029365079
"Nthl1",0.13208192,0.092828169,0.097102343,0.129698376,0.084147465,0.099444444
"Slc9a3r2",0.123083746,0.172749296,0.208508015,0.242830626,0.152073733,0.075079365
"Zfp598",0.104526481,0.097887324,0.116818742,0.14099768,0.09281106,0.187857143
"Gfer",0.195246543,0.268247887,0.222219482,0.290719258,0.301658986,0.35984127
"Noxo1",0.033488129,0.057385915,0.068988903,0.107053364,0.116036866,0.062698413
"Tbl3",0.136749283,0.112726761,0.163612824,0.134849188,0.135345622,0.243888889
"Rps2",5.372778502,3.591684507,3.649963009,2.818097448,4.435898618,5.219206349
"Snhg9",0.013597704,0.007960563,0.009432799,0.014802784,0,0
"Ndufb10",1.633576833,1.640771831,1.292059186,1.767447796,2.306451613,1.752460317
"Msrb1",0.811682755,0.661408451,0.717977805,0.756171694,1.227235023,0.998968254
"Hagh",0.553754239,0.407515493,0.436670777,0.568143852,1.395023041,0.682222222
"Fahd1",0.168833812,0.109166197,0.08729963,0.087703016,0.276036866,0.088492063
"Nubp2",0.381327942,0.223639437,0.248051788,0.237540603,0.347557604,0.594444444
"Spsb3",0.263417688,0.148411268,0.200850801,0.220348028,0.333870968,0.287936508
"Eme2",0.014573441,0.013284507,0.026461159,0.033944316,0.015760369,0.016587302
"Mapk8ip3",0.043036786,0.053791549,0.060517879,0.109211137,0.1359447,0.065714286
"Mrps34",0.719092095,0.767983099,0.680900123,0.652482599,1.059539171,0.683571429
"Cramp1l",0.080177407,0.060540845,0.075203453,0.14575406,0.115990783,0.106825397
"Ift140",0.019332116,0.019785915,0.018088779,0.255846868,0.00483871,0.019365079
"Telo2",0.077573702,0.047656338,0.027928483,0.065568445,0.131152074,0.045555556
"Clcn7",0.053657709,0.057402817,0.063847102,0.056728538,0.035345622,0.100079365
"BC003965",0.373712497,0.293971831,0.27325524,0.369791183,0.460552995,0.516031746
"Unkl",0.025635273,0.022197183,0.016337855,0.016148492,0.068202765,0.034285714
"Gnptg",0.442290634,0.279870423,0.334796547,0.28287703,0.668341014,0.325238095
"Tsr3",0.263446387,0.18964507,0.166707768,0.220881671,0.332396313,0.296428571
"Cacna1h",0.001654057,0.005053521,0.003982737,0.187099768,0.074331797,0.006428571
"Tekt4",0.007591965,0.003250704,0.016424168,1.685522042,0.010737327,0
"Lmf1",0.159713019,0.151464789,0.192638718,0.194988399,0.305483871,0.138968254
"Rpusd1",0.087811114,0.069819718,0.068286067,0.029559165,0.092580645,0.141746032
"Msln",0.757871119,2.588191549,3.81622688,0.549350348,0.714608295,1.563174603
"Narfl",0.106003131,0.075988732,0.090394575,0.106774942,0.06437788,0.14547619
"Haghl",0.252392382,0.29548169,0.241972873,0.647076566,0.410737327,0.250555556
"Ccdc78",0.01075137,0.00211831,0.016855734,1.60324826,0.025023041,0.017380952
"Fam173a",0.981823637,1.011098592,0.905474723,0.24638051,1.280322581,1.308809524
"Metrn",0.026444039,0.035667606,0.027077682,0.416194896,0.0059447,0.151825397
"Stub1",0.967291938,1.05844507,0.885252774,1.418074246,1.637373272,1.606349206
"Rhot2",0.075635273,0.068219718,0.055499383,0.080974478,0.099631336,0.120555556
"Wdr90",0.017012784,0.018270423,0.028840937,0.296194896,0.027603687,0.036190476
"Rab40c",0.206887555,0.124523944,0.158779285,0.193271462,0.289078341,0.252857143
"Pigq",0.141625359,0.119656338,0.099704069,0.306403712,0.113640553,0.242698413
"Capn15",0.012233238,0.026957746,0.006017263,0.015313225,0,0.043333333
"Rab11fip3",0.021437516,0.031211268,0.038039457,0.053410673,0.069953917,0.030714286
"Decr2",0.163691625,0.088523944,0.108618989,0.120301624,0.188525346,0.077380952
"Nme4",0.087231933,0.015915493,0.010727497,0.034083527,0.080506912,0.03
"Gm8186",0.027834594,0.019346479,0.018816276,0.044292343,0.018156682,0.049206349
"Tmem8",0.026021393,0.058253521,0.038557337,0.157981439,0.049032258,0.021031746
"Mrpl28",0.920307853,0.697301408,0.654488286,1.028886311,1.163640553,1.365238095
"Axin1",0.049945213,0.085735211,0.061528977,0.122552204,0.095069124,0.072380952
"Rgs11",0.04048526,0.025780282,0.038064118,0.273573086,0.070322581,0.028968254
"Fam234a",0.214471693,0.204095775,0.181738594,0.359582367,0.469354839,0.254603175
"Luc7l",0.299339943,0.15555493,0.210431566,0.224454756,0.267557604,0.356349206
"Dusp1",4.623047221,2.517921127,3.735487053,3.060765661,1.242119816,3.393412698
"Ergic1",0.295940517,0.235926761,0.286905055,0.161229698,0.208110599,0.28484127
"Atp6v0e",1.288421602,1.234107042,0.899334155,1.864222738,1.993824885,0.950873016
"Crebrf",0.038585964,0.065030986,0.019371147,0.070301624,0.089861751,0.034047619
"Bnip1",0.152188886,0.172101408,0.125832306,0.130394432,0.162995392,0.230873016
"Phf1",0.127221498,0.099797183,0.13945746,0.347238979,0.228202765,0.072619048
"Cuta",1.290519176,1.090230986,1.006189889,1.838167053,1.569354839,1.321904762
"Ggnbp1",0.062882859,0.051611268,0.051294698,0.029814385,0.116221198,0.061428571
"Bak1",0.13171928,0.130619718,0.065487053,0.111531323,0.167741935,0.325555556
"Itpr3",0.110592225,0.180659155,0.126979038,0.053526682,0.494423963,0.150079365
"Uqcc2",1.067665014,1.138439437,0.759062885,0.992204176,1.932258065,1.329047619
"Lemd2",0.164878685,0.130715493,0.11892725,0.186774942,0.269308756,0.15531746
"Gm26724",0.009170363,0.005847887,0.00107275,0.004640371,0,0.006984127
"Hmga1",0.166000522,0.036411268,0.031048089,0.03638051,0.043502304,0.20547619
"AI413582",0.349277328,0.433160563,0.276029593,0.181299304,0.718525346,0.312539683
"Nudt3",0.124810853,0.112197183,0.100184957,0.130023202,0.209032258,0.14984127
"Rps10",3.701881033,2.67748169,2.125536375,2.014315545,3.328064516,3.301349206
"Gm15420",0.004844769,0.010326761,0.004204686,0.039605568,0.008663594,0
"Pacsin1",0.001886251,0.00075493,0,0.01287703,0.108663594,0
"Spdef",0.041333159,0.097847887,0.172133169,0.021763341,0.16562212,0.051507937
"Snrpc",0.242248891,0.109701408,0.131479655,0.294570766,0.324423963,0.377857143
"Uhrf1bp1",0.016723193,0.023194366,0.018890259,0.315800464,0.086267281,0.008968254
"Taf11",0.333561179,0.258738028,0.207706535,0.366774942,0.442580645,0.491587302
"Anks1",0.035770937,0.063774648,0.053156597,0.243039443,0.075852535,0.050079365
"Tcp11",0.010521785,0.011909859,0.017484587,0.81900232,0.027050691,0.015634921
"Zfp523",0.090453953,0.078861972,0.081282367,0.099675174,0.113410138,0.104761905
"Def6",0.177453692,0.084698592,0.079938348,0.02638051,0.353179724,0.30968254
"Ppard",0.124852596,0.077785915,0.096387176,0.068839907,0.188248848,0.21547619
"Fance",0.183819463,0.126061972,0.123033292,0.139095128,0.154608295,0.22031746
"Rpl10a",0.033913384,0.011002817,0.024081381,0.022993039,0.026820276,0.042698413
"Tead3",0.113892512,0.073588732,0.05676942,0.110116009,0.044792627,0.084285714
"Fkbp5",0.062671537,0.043369014,0.051738594,0.062482599,0.12281106,0.10531746
"Srpk1",0.195982259,0.160377465,0.124574599,0.251461717,0.247788018,0.293650794
"Mapk14",0.227098878,0.121808451,0.175610358,0.253781903,0.304930876,0.29047619
"Mapk13",0.867122358,0.662439437,0.68325524,0.354385151,0.669032258,1.246904762
"Brpf3",0.033561179,0.045115493,0.035178792,0.061948956,0.03124424,0.021111111
"4930539E08Rik",0,0.000512676,0,0.010278422,0.131152074,0
"Kctd20",0.194320376,0.123847887,0.173995068,0.236658933,0.251705069,0.332777778
"Stk38",0.396796243,0.386969014,0.409358816,0.155939675,0.554746544,0.490238095
"Srsf3",2.157907644,1.009256338,1.422392109,1.300046404,1.491336406,2.669126984
"Cdkn1a",1.889642578,0.395780282,0.656707768,2.001647332,0.588801843,1.79015873
"Ppil1",0.301124446,0.187121127,0.162379778,0.309582367,0.290599078,0.794285714
"BC004004",0.463720324,0.46736338,0.378310727,0.57863109,0.786589862,0.583095238
"Mtch1",0.830456561,0.665898592,0.536683107,0.76387471,1.489308756,1.206269841
"Fgd2",0.01544743,0.006495775,0.004032059,0.493573086,0.147004608,0.012301587
"Pim1",0.281828855,0.068974648,0.130147965,0.171322506,0.100599078,0.383571429
"Tbc1d22b",0.037007566,0.042095775,0.040690506,0.066612529,0.018202765,0.052222222
"Cmtr1",0.01958779,0.018394366,0.019506782,0.037888631,0.036543779,0.049920635
"Ccdc167",0.076467519,0.112033803,0.07431566,0.053781903,0.201290323,0.223968254
"Zfand3",0.178799896,0.1608,0.178273736,0.290417633,0.456313364,0.21047619
"Btbd9",0.086569267,0.080050704,0.069889026,0.176983759,0.135023041,0.128333333
"Glo1",0.517169319,0.422721127,0.357953144,0.450046404,0.471797235,0.776428571
"Abcg1",0.013798591,0.005611268,0,0.002807425,0.022718894,0
"Rsph1",0.061745369,0.056901408,0.097447596,3.826612529,0.214516129,0.190079365
"Slc37a1",0.031774067,0.180202817,0.18134402,0.188700696,0.139447005,0.051428571
"Pde9a",0.003000261,0.025414085,0.027879162,0.013805104,0.157327189,0.018492063
"Wdr4",0.065687451,0.043819718,0.032922318,0.039350348,0.082764977,0.066190476
"Ndufv3",0.854972606,1.235307042,0.943181258,1.239489559,2.008479263,1.014285714
"Pknox1",0.042721106,0.039684507,0.036991369,0.113596288,0.076221198,0.097380952
"U2af1",0.727571093,0.375092958,0.425906289,0.714547564,0.895253456,1.217539683
"Sik1",0.15421341,0.156185915,0.096128237,0.167795824,0.136359447,0.178174603
"Hsf2bp",0.004281242,0.038123944,0.020924784,0.056728538,0,0
"Rrp1b",0.048659014,0.03244507,0.043686806,0.045452436,0.070967742,0.072857143
"Notch3",0.015919645,0.074585915,0.06,0.012923434,0.029723502,0.021507937
"Ephx3",0.002791547,0.024253521,0.008421702,0.002018561,0.008110599,0
"Brd4",0.237769371,0.253583099,0.181257707,0.296658933,0.282580645,0.461984127
"Akap8",0.180704409,0.142867606,0.134167694,0.154849188,0.079447005,0.186904762
"Akap8l",0.262439343,0.149577465,0.174525277,0.335359629,0.219953917,0.166269841
"Wiz",0.067631098,0.074338028,0.036004932,0.054802784,0.135990783,0.087619048
"Cyp4f16",0.130756588,0.070676056,0.116350185,0.173364269,0.093824885,0.112301587
"Cyp4f15",0.041121837,0.168140845,0.2702836,0.057192575,0.014423963,0.006269841
"Zfp871",0.051458388,0.048895775,0.029445129,0.021763341,0.092857143,0.018253968
"Zfp799",0.006738847,0.009769014,0.007953144,0.014756381,0.011198157,0
"Zfp870",0.019024263,0.011014085,0.009630086,0.003225058,0.042442396,0.026428571
"Cyp4f13",0.200573963,0.151053521,0.151652281,0.113781903,0.121428571,0.098571429
"Zfp472",0.042157579,0.035667606,0.039519112,0.024547564,0.038525346,0.023412698
"Zfp952",0.02428646,0.022270423,0.018138101,0.02324826,0.043179724,0.044920635
"Zfp763",0.015512653,0.008247887,0.005166461,0.018793503,0.020368664,0.006746032
"Zfp563",0.006556222,0.008135211,0.005511714,0.007401392,0,0.033571429
"Zfp81",0.020135664,0.00931831,0.005635018,0.020858469,0.046774194,0.014285714
"Zfp101",0.016613619,0.014901408,0.006448829,0.002041763,0.027327189,0.120952381
"Adamts10",0.018022437,0.014467606,0.011023428,0.00361949,0,0.006587302
"Zfp414",0.187785025,0.130366197,0.113538841,0.116334107,0.334009217,0.122460317
"Hnrnpm",0.843352465,0.482152113,0.487768187,0.635591647,0.770046083,1.417142857
"Rab11b",0.707946778,0.524191549,0.416325524,0.52062645,0.780368664,0.73
"Angptl4",0.060733107,0.007273239,0.006103576,0.028723898,0.013456221,0.013730159
"Kank3",0.020041743,0.021633803,0.013156597,0.002691415,0.05078341,0.015079365
"Rps28",1.915152622,1.467791549,0.877459926,0.579512761,1.858156682,1.411428571
"Ndufa7",1.66118706,2.079926761,1.48892725,2.342575406,2.690875576,1.624444444
"Cd320",0.171894078,0.142405634,0.155240444,0.205893271,0.260552995,0.168015873
"Kifc1",0.003310723,0.000935211,0.00377312,0.007006961,0,0.591428571
"BC051226",0.06515784,0.067785915,0.071639951,0.098422274,0.225714286,0.110396825
"Daxx",0.116835377,0.078907042,0.110554871,0.090951276,0.093640553,0.097142857
"Tapbp",0.853482912,0.818766197,0.808791615,0.587656613,0.932396313,1.222777778
"Gm19412",0.010020871,0.018811268,0.022638718,0.154663573,0.141658986,0.02031746
"Rgl2",0.134518654,0.093780282,0.120147965,0.241136891,0.166543779,0.098650794
"Pfdn6",0.587247587,0.559402817,0.417422935,0.559350348,0.765253456,1.016904762
"Wdr46",0.164153405,0.080112676,0.096387176,0.08025522,0.118709677,0.206031746
"B3galt4",0.04941821,0.043228169,0.068212084,0.090278422,0.037557604,0.046746032
"Rps18",5.464761284,3.681014085,3.51134402,2.757517401,4.694331797,4.771666667
"Vps52",0.114839551,0.107126761,0.108976572,0.119930394,0.090184332,0.105396825
"H2-K1",2.074442995,2.750349296,2.737731196,2.960232019,2.510737327,2.591904762
"Ring1",0.492405427,0.26828169,0.386781751,0.477238979,0.543917051,0.498095238
"Slc39a7",0.434015132,0.494957746,0.552872996,0.401763341,0.478064516,0.50547619
"Rxrb",0.182830681,0.14343662,0.137324291,0.202389791,0.268801843,0.113888889
"Brd2",0.979906079,0.856957746,1.401307028,1.374733179,0.955069124,0.934365079
"H2-DMa",0.042267154,0.017526761,0.081812577,0.100232019,0.035207373,0.050873016
"H2-DMb1",0.07912862,0.018259155,0.065635018,0.125846868,0.084654378,0.058730159
"Psmb9",0.173433342,0.319560563,0.201726264,0.157679814,0.317465438,0.438174603
"Tap1",0.100730498,0.126557746,0.108853268,0.042668213,0.138617512,0.300952381
"Psmb8",0.343198539,0.761695775,0.415339088,0.216914153,0.427557604,0.572222222
"Tap2",0.236783199,0.242619718,0.226621455,0.410788863,0.24516129,0.341190476
"H2-Aa",0.202794156,0.015583099,0.218360049,0.249303944,0.155207373,0.142936508
"H2-Eb1",0.143905557,0.015476056,0.150789149,0.262366589,0.109078341,0.12968254
"Notch4",0.011794939,0.007064789,0.006707768,0.012273782,0.008202765,0
"Gpsm3",0.017581529,0.021442254,0.02352651,0.008143852,0.126267281,0.02015873
"Pbx2",0.102499348,0.106123944,0.098791615,0.133132251,0.096359447,0.151269841
"Ager",0.034821289,0.003301408,0.016350185,0.010487239,0.028940092,0
"Rnf5",0.659754761,0.561059155,0.570234279,1.040208817,1.044423963,1.256746032
"Agpat1",0.049694756,0.065915493,0.04352651,0.099025522,0.079354839,0.079444444
"Egfl8",0.00784503,0.003194366,0.01081381,0.01487239,0.010829493,0.008888889
"Ppt2",0.120686147,0.090411268,0.10729963,0.192529002,0.119815668,0.137777778
"Fkbpl",0.121140099,0.071335211,0.07404439,0.140301624,0.250737327,0.133174603
"Atf6b",0.320720063,0.220135211,0.264106042,0.265522042,0.567788018,0.453730159
"Stk19",0.457745891,0.253526761,0.256411837,0.479141531,0.380276498,0.511111111
"Dxo",0.267221498,0.162552113,0.221800247,0.232296984,0.254101382,0.582539683
"Skiv2l",0.096018784,0.121729577,0.096942047,0.302946636,0.196451613,0.087301587
"Nelfe",0.278841638,0.30844507,0.176103576,0.419443155,0.505391705,0.623174603
"Zbtb12",0.061959301,0.032073239,0.009889026,0.029048724,0.056082949,0.038650794
"Ehmt2",0.163198539,0.200946479,0.176300863,0.341856148,0.407603687,0.324206349
"Slc44a4",0.201082703,0.680788732,0.807077682,0.653712297,0.591152074,0.26031746
"Neu1",0.149590399,0.186546479,0.192355117,0.235893271,0.411612903,0.118412698
"Hspa1b",0.100902687,0.012349296,0.078779285,0.063596288,0.027603687,0.08047619
"Hspa1a",3.945823115,0.342135211,3.338618989,1.364617169,0.949723502,2.198650794
"Lsm2",0.411635794,0.3152,0.233008631,0.251972158,0.298986175,1.570555556
"Vars",0.192499348,0.282270423,0.306300863,0.22025522,0.2359447,0.557619048
"Msh5",0.017751109,0.042861972,0.035893958,0.007958237,0.012073733,0.107619048
"Clic1",2.372658492,2.434738028,2.13567201,2.996937355,2.196728111,4.054603175
"Ddah2",0.305027394,0.461847887,0.255363748,0.206055684,0.405806452,0.503571429
"Ly6g6d",0.069822593,0.124484507,0.07784217,0.050069606,0.821705069,0.01547619
"Ly6g6f",0.00196191,0.005357746,0,0.00225058,1.721612903,0
"Abhd16a",0.578505087,0.548721127,0.548088779,0.897587007,1.295023041,0.689285714
"Ly6g5b",0.013078529,0.000664789,0.008471023,0.003387471,0.021152074,0.021428571
"Csnk2b",0.979013827,0.783752113,0.729913687,0.689559165,1.132672811,1.297301587
"Gpank1",0.137816332,0.102112676,0.110776819,0.115545244,0.278110599,0.196031746
"Gm20522",0.023788155,0.037526761,0.008766954,0.071716937,0.03516129,0.016190476
"D17H6S53E",0.008604226,0.017994366,0.016189889,0.014779582,0.011751152,0.012301587
"Bag6",0.278836421,0.289769014,0.248791615,0.432320186,0.435806452,0.331904762
"Prrc2a",0.230560918,0.315594366,0.264106042,0.533225058,0.443502304,0.445079365
"Nfkbil1",0.271354031,0.153098592,0.244290999,0.251276102,0.310599078,0.270238095
"Atp6v1g2",0.009619097,0.008022535,0.011861899,0.015034803,0.109170507,0.008888889
"Ddx39b",0.728768589,0.560771831,0.663612824,0.93863109,0.839170507,1.722698413
"H2-D1",2.971286199,3.110461972,3.078508015,3.610556845,3.682626728,3.46047619
"H2-Q2",0.058285938,0.152292958,0.117928483,0.045313225,0.109262673,0.027777778
"H2-Q4",0.089206888,0.058050704,0.074303329,0.174269142,0.111705069,0.146507937
"H2-Q6",0.007620663,0.015695775,0.014623921,0.014756381,0.012211982,0.022142857
"H2-Q7",0.025703105,0.082349296,0.044106042,0.104802784,0.020322581,0.153809524
"Tcf19",0.040273937,0.014557746,0.028249075,0.026334107,0.044239631,0.483253968
"Cchcr1",0.050443517,0.042050704,0.044438964,0.094617169,0.030276498,0.16484127
"Sfta2",0.015178711,0.008935211,0.008002466,0.008561485,0.009354839,0.029603175
"Gm9573",0.000785286,0.144783099,0.007657213,0,0.011658986,0
"Vars2",0.057140621,0.049780282,0.055462392,0.139443155,0.051981567,0.046507937
"Gtf2h4",0.159303418,0.102884507,0.129099877,0.10136891,0.09516129,0.207619048
"Ddr1",0.413550744,0.255926761,0.247176326,0.982923434,0.204193548,0.462936508
"Ier3",2.608672058,1.21435493,2.725635018,2.112668213,1.10202765,1.794285714
"Flot1",0.429326898,0.339757746,0.32054254,0.719883991,0.403686636,0.334761905
"Tubb5",1.705460475,0.936856338,1.079136868,0.438074246,1.497926267,4.291746032
"Mdc1",0.018492043,0.026805634,0.021467324,0.029396752,0.048294931,0.07031746
"Nrm",0.079590399,0.05411831,0.028877928,0.04187935,0.035115207,1.698492063
"Ppp1r18",0.017393686,0.004214085,0.004611591,0.003132251,0,0.034126984
"Dhx16",0.103743804,0.096005634,0.118742293,0.341206497,0.148294931,0.161190476
"2310061I04Rik",0.18230107,0.208816901,0.154377312,0.268793503,0.456221198,0.199761905
"Atat1",0.103302896,0.070073239,0.09972873,0.199582367,0.308110599,0.115555556
"Ppp1r10",0.569389512,0.216625352,0.699482121,0.630580046,0.297235023,0.460555556
"Abcf1",0.286410123,0.279470423,0.212589396,0.335939675,0.401981567,0.370396825
"Prr3",0.098638142,0.037802817,0.0524291,0.225382831,0.109032258,0.083650794
"Gnl1",0.204216019,0.176828169,0.163884094,0.418306265,0.31202765,0.282698413
"A930015D03Rik",0.016339682,0.008574648,0.017891492,0.020046404,0.014423963,0.008730159
"H2-T23",0.158210279,0.246580282,0.282207152,0.270719258,0.302442396,0.164206349
"H2-T22",0.222363684,0.261149296,0.224784217,0.134802784,0.217373272,0.341031746
"Rpp21",0.76954083,0.962850704,0.586313194,0.52487239,1.390230415,0.804603175
"Trim39",0.061518393,0.045611268,0.056374846,0.169489559,0.089953917,0.028730159
"Trim26",0.154685625,0.143233803,0.125795314,0.247772622,0.384976959,0.097936508
"Rnf39",0.033803809,0.009301408,0.022749692,0.008352668,0.023410138,0
"Ppp1r11",0.689204279,0.702907042,0.531331689,1.061925754,1.23281106,1.073253968
"Znrd1",0.402288025,0.360332394,0.286905055,0.304825986,0.565668203,0.593968254
"Znrd1as",0.118567702,0.114929577,0.08107275,0.132784223,0.127926267,0.134603175
